reference_id,entity_id,claim_id,rank,property_id,datatype,entity_label,entity_desc,property_label,property_desc,object_label,object_desc,entity_label_is_alias,property_label_is_alias,object_label_is_alias,verbalisation,verbalisation_unks_replaced,verbalisation_unks_replaced_then_dropped,alternative_alias_used,corrected_verbalisation,is_corrected_verbalisation,final_url
b397b65ac25f140c754c48ad3777538c1ee560ee,Q3234734,Q3234734$B64E49E4-4BD6-4228-BDF3-B850A0B739D7,normal,P2795,monolingualtext,Lanzhou Zhongchuan International Airport,"airport in Lanzhou, People's Republic of China",directions,"describe how to find the subject - directions, objects along way, comments",is situated 75km from the city centre of Lanzhou,no-desc,False,False,False,Lanzhou Zhongchuan International Airport is located 75km from the city centre of Lanzhou.,Lanzhou Zhongchuan International Airport is located 75km from the city centre of Lanzhou.,Lanzhou Zhongchuan International Airport is located 75km from the city centre of Lanzhou.,False,Lanzhou Zhongchuan International Airport is located 75km from the city centre of Lanzhou.,False,https://en.wikivoyage.org/wiki/Lanzhou?oldid=3756817
6882c64e3bc8a997745b4993c4a608d739279641,Q4938358,Q4938358$7C3C540F-F86C-426B-947C-95F24885B029,normal,P569,time,Boileryard Clarke,"Major League Baseball player, college baseball coach, manager",date of birth,date on which the subject was born,18/10/1868,no-desc,False,False,False,Boileryard Clarke was born on 18/10/1868.,Boileryard Clarke was born on 18/10/1868.,Boileryard Clarke was born on 18/10/1868.,False,Boileryard Clarke was born on 18/10/1868.,False,https://www.findagrave.com/memorial/12938570/william-jones-clarke
8e09984f262a71ae9bc1a9b200b103acdc7e7454,Q188039,q188039$796CF698-F001-4BE3-AB62-B5C905940105,normal,P570,time,Clara Barton,American Civil War nurse,date of death,date on which the subject died,12/04/1912,no-desc,False,False,False,Clara Barton died on 12/04/1912.,Clara Barton died on 12/04/1912.,Clara Barton died on 12/04/1912.,False,Clara Barton died on 12/04/1912.,False,https://www.findagrave.com/memorial/63/clara-barton
380ae5fc9b3bcc3e2dafefb1faa15dce0550b8ce,Q132589,q132589$6949FF21-7F9E-41FA-A7C9-8AE65D6AA33A,normal,P570,time,Camilo José Cela,Spanish novelist (1916-2002),date of death,date on which the subject died,17/01/2002,no-desc,False,False,False,Camilo José Cela died on 17/01/2002.,Camilo José Cela died on 17/01/2002.,Camilo José Cela died on 17/01/2002.,False,Camilo José Cela died on 17/01/2002.,False,https://www.findagrave.com/memorial/10986269/camilo-jos%C3%A9-cela_trulock
5bc0f775565a29c227394e2f1888dda61f8efa1e,Q6254987,Q6254987$773C31D9-6CCA-4972-88D4-97D8416157C2,preferred,P569,time,John Rippon,British minister,date of birth,date on which the subject was born,29/04/1751,no-desc,False,False,False,John Rippon was born on 29/04/1751.,John Rippon was born on 29/04/1751.,John Rippon was born on 29/04/1751.,False,John Rippon was born on 29/04/1751.,False,https://www.findagrave.com/memorial/22617/john-rippon
29b7791b38346bec2838192e4a6da4dc3964c6c2,Q2420578,q2420578$9DBA09EE-947B-4E65-9D78-761E4498914D,normal,P569,time,Thibaudeau Rinfret,9th Chief Justice of Canada,date of birth,date on which the subject was born,22/06/1879,no-desc,False,False,False,Thibaudeau Rinfret was born on 22/06/1879.,Thibaudeau Rinfret was born on 22/06/1879.,Thibaudeau Rinfret was born on 22/06/1879.,False,Thibaudeau Rinfret was born on 22/06/1879.,False,https://www.findagrave.com/memorial/7327951/thibaudeau-rinfret
5c06b000809ebde8f6d7a4ea8313186a1f4be658,Q2892288,q2892288$5214BCAE-4D44-4A9A-AA5B-E89D839B3A6F,normal,P569,time,Pete Duel,American actor,date of birth,date on which the subject was born,24/02/1940,no-desc,False,False,False,Pete Duel was born on 24/02/1940.,Pete Duel was born on 24/02/1940.,Pete Duel was born on 24/02/1940.,False,Pete Duel was born on 24/02/1940.,False,https://www.findagrave.com/memorial/6103572/peter-deuel-duel
afd580adc9fe145bc696955770c300d1dd70c280,Q23379,q23379$4be3b03c-4f53-db2c-14ee-e63c8d671a73,normal,P569,time,Ben Chifley,"Australian politician, 16th Prime Minister of Australia (1945 to 1949)",date of birth,date on which the subject was born,22/09/1885,no-desc,False,False,False,Ben Chifley was born on 22/09/1885.,Ben Chifley was born on 22/09/1885.,Ben Chifley was born on 22/09/1885.,False,Ben Chifley was born on 22/09/1885.,False,https://www.findagrave.com/memorial/11088593/joseph-benedict-chifley
8d636ccbd8a0372caf14127d83fc7dee2e5c7303,Q215804,Q215804$E3C2F4D8-389C-450D-8DE7-4C4716A8D752,normal,P569,time,Felix von Luckner,German sailor,date of birth,date on which the subject was born,09/06/1881,no-desc,False,False,False,Felix von Luckner was born on 09/06/1881.,Felix von Luckner was born on 09/06/1881.,Felix von Luckner was born on 09/06/1881.,False,Felix von Luckner was born on 09/06/1881.,False,https://www.findagrave.com/memorial/22038/felix-von_luckner
a07f0aee0e13b6ec41cea743b6a8ac94d028f277,Q4141919,Q4141919$29C8ABF9-1A3D-4285-A4EB-98699BA82126,normal,P570,time,Sofia Golovkina,Russian ballet dancer and educator,date of death,date on which the subject died,17/02/2004,no-desc,False,False,False,Sofia Golovkina died on 17/02/2004.,Sofia Golovkina died on 17/02/2004.,Sofia Golovkina died on 17/02/2004.,False,Sofia Golovkina died on 17/02/2004.,False,https://www.findagrave.com/memorial/8567644/sofia-golovkina
5672bdf44aa5a5fad27e54a0f3114f6a2a5e0446,Q1251733,Q1251733$CB4599E5-9D23-4731-8540-D23AD5641976,normal,P570,time,Doug Fieger,American singer-songwriter,date of death,date on which the subject died,14/02/2010,no-desc,False,False,False,Doug Fieger died on 14/02/2010.,Doug Fieger died on 14/02/2010.,Doug Fieger died on 14/02/2010.,False,Doug Fieger died on 14/02/2010.,False,https://www.findagrave.com/memorial/48122454/doug-fieger
d954ac0d22cb951cc6456ede1aa724aab8374855,Q879255,q879255$994A63F6-761E-4EAF-A511-DA78A74155D5,normal,P569,time,Goodwin Knight,Governor of California (1896-1970),date of birth,date on which the subject was born,09/12/1896,no-desc,False,False,False,The Goodwin Knight was born on 09/12/1896.,The Goodwin Knight was born on 09/12/1896.,The Goodwin Knight was born on 09/12/1896.,False,The Goodwin Knight was born on 09/12/1896.,False,https://www.findagrave.com/memorial/6933/goodwin-jess-knight
92d3be5885f9b2f62ce7fa854d4beb79b8b0734e,Q52985,q52985$A7E75EC3-127B-4F81-84CB-66892E301247,preferred,P570,time,Hergé,Belgian comics writer,date of death,date on which the subject died,03/03/1983,no-desc,False,False,False,Hergé died on 03/03/1983.,Hergé died on 03/03/1983.,Hergé died on 03/03/1983.,False,Hergé died on 03/03/1983.,False,https://www.findagrave.com/memorial/4493/georges-remi
86139c09cf3d574066e487c92aefa89e37f4f809,Q3849446,q3849446$21C86539-6B95-4FA8-9358-F1E9811F3007,normal,P569,time,Mark Bingham,"American rugby union player, victim of United Airlines Flight 93 crash during 9/11",date of birth,date on which the subject was born,22/05/1970,no-desc,False,False,False,Mark Bingham was born on 22/05/1970.,Mark Bingham was born on 22/05/1970.,Mark Bingham was born on 22/05/1970.,False,Mark Bingham was born on 22/05/1970.,False,https://www.findagrave.com/memorial/96922371/mark-kendall-bingham
4ae9f9d9aa82b26d21630bdc2f48ff3801fd346a,Q77782749,Q77782749$D14224BA-8B2D-440E-9069-CCF25FA392A9,normal,P1435,wikibase-item,"Former wash house, Blackness Castle, Blackness","architectural structure in Falkirk, Scotland, UK",designation,heritage designation of a cultural or natural site,category C listed building,category C listed building in Scotland,False,True,False,"The former wash house, Blackness Castle, Blackness, is a category C listed building.","The former wash house, Blackness Castle, Blackness, is a category C listed building.","The former wash house, Blackness Castle, Blackness, is a category C listed building.",True,"The former wash house, Blackness Castle, Blackness, is a category C listed building.",False,http://portal.historicenvironment.scot/designation/LB52456
00d4fa84c656b876dddecc868489d261554c4ca1,Q17849283,Q17849283$4EDA0CCF-7158-485C-9D9C-28326CAEC967,preferred,P131,wikibase-item,"Forth And Clyde Canal, Bowling Basin, Drawbridge","road bridge in Bowling, West Dunbartonshire, Scotland, UK",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,West Dunbartonshire,Scottish council area,False,True,False,"Forth And Clyde Canal, Bowling Basin, Drawbridge is located in West Dunbartonshire.","Forth And Clyde Canal, Bowling Basin, Drawbridge is located in West Dunbartonshire.","Forth And Clyde Canal, Bowling Basin, Drawbridge is located in West Dunbartonshire.",True,"Forth And Clyde Canal, Bowling Basin, Drawbridge is located in West Dunbartonshire.",False,http://portal.historicenvironment.scot/designation/LB14410
41851cf26f8d8613a47222feb27b34e66b5b56eb,Q56644224,Q56644224$9A3AFA4C-DBD0-4A9C-964A-D3DF3B93D90B,normal,P1435,wikibase-item,"14 Eskside West, Musselburgh","architectural structure in East Lothian, Scotland, UK",designation,heritage designation of a cultural or natural site,category C listed building,category C listed building in Scotland,False,True,False,"14 Eskside West, Musselburgh is a category C listed building.","14 Eskside West, Musselburgh is a category C listed building.","14 Eskside West, Musselburgh is a category C listed building.",True,"14 Eskside West, Musselburgh is a category C listed building.",False,http://portal.historicenvironment.scot/designation/LB38279
6f6b03a90155fe6d94363e10c76d91d205c442aa,Q56624847,Q56624847$25EFE263-36ED-4090-B158-5E6718C4D451,normal,P276,wikibase-item,"95 Bon-Accord Street, Aberdeen","house in Aberdeen, Scotland, UK",location,"location of the object, structure or event. In the case of an administrative entity as containing item use P131 for statistical entities P8138. In the case of a geographic entity use P706. Use P7153 for locations associated with the object.",Aberdeen,"city in Aberdeen, Scotland, UK",False,False,False,"95 Bon-Accord Street, Aberdeen is located in Aberdeen.","95 Bon-Accord Street, Aberdeen is located in Aberdeen.","95 Bon-Accord Street, Aberdeen is located in Aberdeen.",False,"95 Bon-Accord Street, Aberdeen is located in Aberdeen.",False,http://portal.historicenvironment.scot/designation/LB20142
00d94a4a5c4ea458a8abe9a15682a4499114b634,Q17777953,Q17777953$c15f71a3-4c08-3798-78dd-a4ed158a5286,preferred,P1435,wikibase-item,"Dunnottar Castle, East Guardhouse","architectural structure in Aberdeenshire, Scotland, UK",designation,heritage designation of a cultural or natural site,part of a Scheduled Monument,structure within the boundary of a scheduled monument designation,False,True,False,"Dunnottar Castle, East Guardhouse is designated as part of a Scheduled Monument.","Dunnottar Castle, East Guardhouse is designated as part of a Scheduled Monument.","Dunnottar Castle, East Guardhouse is designated as part of a Scheduled Monument.",True,"Dunnottar Castle, East Guardhouse is designated as part of a Scheduled Monument.",False,http://portal.historicenvironment.scot/designation/SM986
1a77f8c189ffbefcb6ca41f51ac8b6e4d44f688e,Q17569065,Q17569065$3A6C6252-2FF4-4CEA-9E9B-BC79CE6A0D57,preferred,P131,wikibase-item,"Portmahomack, Tarbatness Road, Tarbat West Church","church building in Highland, Scotland, UK",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Highland,council area in the Scottish Highlands,False,True,False,"Portmahomack, Tarbatness Road, Tarbat West Church is located in Highland.","Portmahomack, Tarbatness Road, Tarbat West Church is located in Highland.","Portmahomack, Tarbatness Road, Tarbat West Church is located in Highland.",True,"Portmahomack, Tarbatness Road, Tarbat West Church is located in Highland.",False,http://portal.historicenvironment.scot/designation/LB14098
38e7c673f109c83b72573a66a7269f884430d8f5,Q1291082,Q1291082$6B827B04-CA59-4AE3-BD50-9A00732C0872,preferred,P131,wikibase-item,Ardencaple Castle,former castle near Helensburgh,is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Argyll and Bute,unitary authority council area in Scotland,False,True,False,Ardencaple Castle is located in Argyll and Bute.,Ardencaple Castle is located in Argyll and Bute.,Ardencaple Castle is located in Argyll and Bute.,True,Ardencaple Castle is located in Argyll and Bute.,False,http://portal.historicenvironment.scot/designation/LB34703
256847f032fdc46b46e3e4235c08c5e339b799b2,Q17845676,Q17845676$7D36509A-30A6-4ADE-BE19-6BCA1CB7396D,preferred,P131,wikibase-item,"Peebles, Innerleithen Road, Hydro Hotel, Lodge","gatehouse in Peebles, Scottish Borders, Scotland, UK",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Scottish Borders,council area of Scotland,False,True,False,"Peebles, Innerleithen Road, Hydro Hotel, Lodge is located in the Scottish Borders.","Peebles, Innerleithen Road, Hydro Hotel, Lodge is located in the Scottish Borders.","Peebles, Innerleithen Road, Hydro Hotel, Lodge is located in the Scottish Borders.",True,"Peebles, Innerleithen Road, Hydro Hotel, Lodge is located in the Scottish Borders.",False,http://portal.historicenvironment.scot/designation/LB39221
ec4f12f4a8a25467fe3d874f032286ce0c070f04,Q56662426,Q56662426$DE35C9B9-5034-4097-A609-2E9C53EC19EF,normal,P1435,wikibase-item,"Overhailes,enclosure 1000m ENE of","architectural structure in East Lothian, Scotland, UK",designation,heritage designation of a cultural or natural site,scheduled monument,nationally important archaeological site or historic building in the United Kingdom,False,True,False,"Overhailes,enclosure 1000m ENE of the designation of scheduled monument.","Overhailes,enclosure 1000m ENE of the designation of scheduled monument.","Overhailes,enclosure 1000m ENE of the designation of scheduled monument.",True,Overhailes (enclosure 1000m ENE of) is designated as a Scheduled Monument.,True,http://portal.historicenvironment.scot/designation/SM6068
2c07d74dc23c5a2dbdf42ad6ee74be8973d55730,Q56632643,Q56632643$AC2C4764-B7B5-45FA-8ABF-65049C6A16BB,normal,P276,wikibase-item,Edinburgh. 12 Greenhill Terrace,"terrace house in Edinburgh, Scotland, UK",location,"location of the object, structure or event. In the case of an administrative entity as containing item use P131 for statistical entities P8138. In the case of a geographic entity use P706. Use P7153 for locations associated with the object.",Edinburgh,"capital city of Scotland, UK",False,False,False,12 Greenhill Terrace is located in Edinburgh.,12 Greenhill Terrace is located in Edinburgh.,12 Greenhill Terrace is located in Edinburgh.,False,12 Greenhill Terrace is located in Edinburgh.,False,http://portal.historicenvironment.scot/designation/LB30523
662c69fe6778bfe3de20b091164edb5de697b2bf,Q56668695,Q56668695$496197BC-8D27-480C-B997-8623B9509E2C,normal,P1435,wikibase-item,"Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull","architectural structure in Argyll and Bute, Scotland, UK",designation,heritage designation of a cultural or natural site,scheduled monument,nationally important archaeological site or historic building in the United Kingdom,False,True,False,"Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull is designated as a scheduled monument.","Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull is designated as a scheduled monument.","Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull is designated as a scheduled monument.",True,"Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull is designated as a scheduled monument.",False,http://portal.historicenvironment.scot/designation/SM13687
25ad6322e5e9c740d17b88e548886d0e016afcab,Q17794579,Q17794579$42ACE679-39EA-4BDD-8E6C-FEE16D029DF0,preferred,P131,wikibase-item,"Amisfield House, Former Stables","architectural structure in Dumfries and Galloway, Scotland, UK",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Dumfries and Galloway,unitary council area of Scotland,False,True,False,"Amisfield House, Former Stables is located in Dumfries and Galloway.","Amisfield House, Former Stables is located in Dumfries and Galloway.","Amisfield House, Former Stables is located in Dumfries and Galloway.",True,"Amisfield House, Former Stables is located in Dumfries and Galloway.",False,http://portal.historicenvironment.scot/designation/LB17236
dbc204900466a0f066fe0fcecb80eedc0e867376,Q17834412,Q17834412$71144D0C-D6CE-4FD5-8412-52C322E7B61F,normal,P131,wikibase-item,"Moulin, Baledmund Road, Old Mill","architectural structure in Perth and Kinross, Scotland, UK",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Perth and Kinross,council area of Scotland,False,True,False,"Moulin, Baledmund Road, Old Mill is located in Perth and Kinross.","Moulin, Baledmund Road, Old Mill is located in Perth and Kinross.","Moulin, Baledmund Road, Old Mill is located in Perth and Kinross.",True,"Moulin, Baledmund Road, Old Mill is located in Perth and Kinross.",False,http://portal.historicenvironment.scot/designation/LB47527
93d56ddd9243517b97751e365a8ecc361c6dfb24,Q6542448,Q6542448$7cdc5c7c-466d-ae3b-f176-b4af6c74dc05,normal,P1308,wikibase-item,Librarian of Congress,head of the Library of Congress,position holder,persons who hold and/or held an office or noble title,James H. Billington,13th Librarian of Congress,False,True,False,James H Billington is the Librarian of Congress.,James H Billington is the Librarian of Congress.,James H Billington is the Librarian of Congress.,True,James H Billington was the Librarian of Congress.,True,https://www.loc.gov/item/n80020417/james-h-billington-1929/
42f9085c5323f43836ac6b2e2ec8fbd4411ce5fc,Q63323561,Q63323561$353e79f1-41d3-3dfb-4603-ccdd5618d1f4,normal,P50,wikibase-item,The penguins of South Georgia.,print book,author,"main creator(s) of a written work (use on works, not humans); use P2093 when Wikidata item is unknown or does not exist",Robert Cushman Murphy,American ornithologist and museum curator,False,False,False,Robert Cushman Murphy is the author of The penguins of South Georgia.,Robert Cushman Murphy is the author of The penguins of South Georgia.,Robert Cushman Murphy is the author of The penguins of South Georgia.,False,Robert Cushman Murphy is the author of The penguins of South Georgia.,False,https://www.loc.gov/item/15023407/
f2368c3cdf237f692279fe9d8b0ac0b517da7a45,Q104603568,Q104603568$f8d5ef39-49dd-d919-62c5-afbacf2a8f5e,normal,P159,wikibase-item,Grégoire et Deneux,French lithographic firm,headquarters location,"city, where an organization's headquarters is or has been situated. Use P276 qualifier for specific building",Paris,capital and largest city of France,False,False,False,Grégoire et Deneux's headquarters are in Paris.,Grégoire et Deneux's headquarters are in Paris.,Grégoire et Deneux's headquarters are in Paris.,False,Grégoire et Deneux's headquarters are in Paris.,False,https://www.loc.gov/resource/pga.05311/
867fa6241809c9d1e146838e0f160601870fcf6b,Q6542448,Q6542448$e79e5df3-46e0-b71b-ba3c-0503980d755b,normal,P1308,wikibase-item,Librarian of Congress,head of the Library of Congress,position holder,persons who hold and/or held an office or noble title,Luther H. Evans,American political scientist (1902-1981),False,True,False,The Librarian of Congress is Luther H. Evans.,The Librarian of Congress is Luther H. Evans.,The Librarian of Congress is Luther H. Evans.,True,The Librarian of Congress was Luther H. Evans.,True,https://www.loc.gov/item/n82099611/luther-evans-1902-1981/
c7c5fd4e9f01b69c4a638efded338432aac306e7,Q26085319,Q26085319$9bbe4490-4257-079d-f94b-f81f7e56bbce,normal,P577,time,"Portable Document Format, version 1.6",deprecated version of the Portable Document Format file format,publication date,date or point in time when a work was first published or released,2004,no-desc,False,False,False,"Portable Document Format, version 1.6, was published in 2004.","Portable Document Format, version 1.6, was published in 2004.","Portable Document Format, version 1.6, was published in 2004.",False,"Portable Document Format, version 1.6, was published in 2004.",False,https://www.loc.gov/preservation/digital/formats/fdd/fdd000276.shtml
64e111c6755f73af1771b9bfa9971efdad78aa63,Q734970,Q734970$bec34d59-4fa8-847a-3161-a0fb50f4a248,normal,P6375,monolingualtext,Taliesin,"studio and home of Frank Lloyd Wright in Wisconsin, USA",street address,"full street address where subject is located. Include building number, city/locality, post code, but not country. Use also P669 if the street has its own separate item","5481 County Rd C, Spring Green, WI 53588",no-desc,False,False,False,"The street address of Taliesin is 5481 County Rd C, Spring Green, WI 53588.","The street address of Taliesin is 5481 County Rd C, Spring Green, WI 53588.","The street address of Taliesin is 5481 County Rd C, Spring Green, WI 53588.",False,"The street address of Taliesin is 5481 County Rd C, Spring Green, WI 53588.",False,https://www.loc.gov/item/wi0333
71453f185df7a0002af998fdfb206f741bda7d2b,Q48889254,Q48889254$8158122b-4847-1f63-aab8-81d772e13e8c,normal,P485,wikibase-item,Lars Schmidt,Swedish theater producer,archive location,the institution holding the subject's archives,Library of Congress Music Division,"classified music and book collections, music and literary manuscripts, microforms, and copyright deposits",False,True,False,Lars Schmidt's archive location is the Library of Congress Music Division.,Lars Schmidt's archive location is the Library of Congress Music Division.,Lars Schmidt's archive location is the Library of Congress Music Division.,True,Lars Schmidt's archive location is the Library of Congress Music Division.,False,https://www.loc.gov/collections/lars-schmidt/about-this-collection/
19935de3f35744424456818ed50c5a5de187c526,Q54488972,Q54488972$5b64ba4c-4849-9c27-9403-0a0d8d90d4fc,normal,P291,wikibase-item,The Subtle Art of Not Giving a Fuck,2016 book by Mark Manson,place of publication,geographical place of publication of the edition (use 1st edition when referring to works),New York City,largest city in the United States,False,False,False,The Subtle Art of Not Giving a Fuck was published in New York City.,The Subtle Art of Not Giving a Fuck was published in New York City.,The Subtle Art of Not Giving a Fuck was published in New York City.,False,The Subtle Art of Not Giving a Fuck was published in New York City.,False,https://www.loc.gov/item/2016011724/
10b19791699379e5b739b301f6f3ec5e46ba7ce3,Q6542448,Q6542448$5D9E4282-4105-4430-9F3B-B8CDC3CE1B6D,preferred,P1308,wikibase-item,Librarian of Congress,head of the Library of Congress,position holder,persons who hold and/or held an office or noble title,Carla Hayden,"Librarian of Congress, American librarian",False,True,False,The Librarian of Congress is Carla Hayden.,The Librarian of Congress is Carla Hayden.,The Librarian of Congress is Carla Hayden.,True,The Librarian of Congress was Carla Hayden.,True,https://www.loc.gov/about/about-the-librarian/
7d0b790daad8804d6ef4138e263c69bed4955b32,Q471728,Q471728$2DA20609-D8C8-4743-8B9A-ECFC1B8DE87F,normal,P571,time,Variety,American weekly entertainment magazine,created,date or point in time when the subject came into existence as defined,16/12/1905,no-desc,False,True,False,Variety was created on 16/12/1905.,Variety was created on 16/12/1905.,Variety was created on 16/12/1905.,True,Variety was created on 16/12/1905.,False,https://www.loc.gov/item/ca07004418/
8aaf28f79d3f11d2725fd0c1eb0c4f5f3eef0048,Q77596854,Q77596854$32e514fa-4c01-8009-5e79-da01298a9c11,normal,P571,time,Lucha Electoral,"A newspaper title that was published in Orizaba, Estado de Veracruz, Mexico.",created,date or point in time when the subject came into existence as defined,1911,no-desc,False,True,False,Lucha Electoral was created in 1911.,Lucha Electoral was created in 1911.,Lucha Electoral was created in 1911.,True,Lucha Electoral was created in 1911.,False,https://www.loc.gov/item/2001241171/
94c1bf9171ec5b3e73cb2b59a0e92532c0af8f7d,Q466504,q466504$080E3314-0A26-4BCF-89DF-93BB19FAE6D6,normal,P50,wikibase-item,American Psycho,1991 novel by Bret Easton Ellis,author,"main creator(s) of a written work (use on works, not humans); use P2093 when Wikidata item is unknown or does not exist",Bret Easton Ellis,American novelist,False,False,False,Bret Easton Ellis is the author of American Psycho.,Bret Easton Ellis is the author of American Psycho.,Bret Easton Ellis is the author of American Psycho.,False,Bret Easton Ellis is the author of American Psycho.,False,https://www.loc.gov/item/90010247/
18d19575a2c02614087a906e87a27ff923a4a328,Q106979952,Q106979952$37F4F46A-D0F4-499F-B307-05049153B918,normal,P577,time,Mobilizing the potential of GCC Sovereign Wealth Funds for Mediterranean Partner Countries,European Investment Bank publication,publication date,date or point in time when a work was first published or released,10/01/2013,no-desc,False,False,False,Mobilizing the potential of GCC Sovereign Wealth Funds for Mediterranean Partner Countries was published on 10/01/2013.,Mobilizing the potential of GCC Sovereign Wealth Funds for Mediterranean Partner Countries was published on 10/01/2013.,Mobilizing the potential of GCC Sovereign Wealth Funds for Mediterranean Partner Countries was published on 10/01/2013.,False,Mobilizing the potential of GCC Sovereign Wealth Funds for Mediterranean Partner Countries was published on 10/01/2013.,False,https://www.eib.org/en/publications/femip-study-potential-of-gcc-sovereign-wealth-funds
d25ec6e3a6fdf9f8e975c56beaf8da2934476878,Q100336829,Q100336829$15DACFEB-8571-4630-94B5-B5C8B0D22575,normal,P452,wikibase-item,PLK WARSAW RADOM project,no-desc,sector,specific industry of company or organization,transport,human-directed movement of things or people between locations,False,True,False,The PLK WARSAW RADOM project is in the transport sector.,The PLK WARSAW RADOM project is in the transport sector.,The PLK WARSAW RADOM project is in the transport sector.,True,The PLK WARSAW RADOM project is in the transport sector.,False,https://www.eib.org/en/projects/pipelines/all/20120045
5417eb8141d799cd0a1bcba31b5ee8516c0cf624,Q100345708,Q100345708$4D06CE30-BC57-4174-B07B-F68C3E829BD6,normal,P452,wikibase-item,SABADELL FOCUSED SUPPORT FOR SMES AND MIDCAPS project,no-desc,sector,specific industry of company or organization,line of credit,"credit source extended to a government, business or individual by a bank or other financial institution",False,True,False,The SABADELL FOCUSED SUPPORT FOR SMES AND MIDCAPS project has a line of credit.,The SABADELL FOCUSED SUPPORT FOR SMES AND MIDCAPS project has a line of credit.,The SABADELL FOCUSED SUPPORT FOR SMES AND MIDCAPS project has a line of credit.,True,The SABADELL FOCUSED SUPPORT FOR SMES AND MIDCAPS project is in the line of credit sector.,True,https://www.eib.org/en/projects/pipelines/all/20190075
41f5efe704e7c88a06a4eb3760fed8245447090b,Q100340021,Q100340021$3F60F24A-34B4-433B-8375-4E22669D608B,normal,P452,wikibase-item,Raiffeisen Beograd Loan for SMEs project,no-desc,sector,specific industry of company or organization,line of credit,"credit source extended to a government, business or individual by a bank or other financial institution",False,True,False,Raiffeisen Beograd Loan for SMEs is a sector of credit.,Raiffeisen Beograd Loan for SMEs is a sector of credit.,Raiffeisen Beograd Loan for SMEs is a sector of credit.,True,Raiffeisen Beograd Loan for SMEs is in the line of credit sector.,True,https://www.eib.org/en/projects/pipelines/all/20080816
b4f110b23c647f1183af7939d9696388fad26032,Q100343413,Q100343413$0596DF87-2A84-4BA8-B5F0-C45B330B12D8,normal,P571,time,Sachsen-Anhalt Gesundheitsfürsorge II project,no-desc,created,date or point in time when the subject came into existence as defined,25/04/2005,no-desc,False,True,False,The Sachsen-Anhalt Gesundheitsfürsorge II project was created on 25/04/2005.,The Sachsen-Anhalt Gesundheitsfürsorge II project was created on 25/04/2005.,The Sachsen-Anhalt Gesundheitsfürsorge II project was created on 25/04/2005.,True,The Sachsen-Anhalt Gesundheitsfürsorge II project was created on 25/04/2005.,False,https://www.eib.org/en/projects/pipelines/all/20040395
7819964e5ebbe74fce38d75b606487f3fbd09547,Q100338444,Q100338444$5C523C22-15FC-44F9-A7DB-A8B3262FBF23,normal,P452,wikibase-item,Nicosia Urban Infrastructure project,no-desc,sector,specific industry of company or organization,urban planning,technical and political process concerned with the use of land and design of the urban environment,False,True,False,The Nicosia Urban Infrastructure project is part of the urban planning sector.,The Nicosia Urban Infrastructure project is part of the urban planning sector.,The Nicosia Urban Infrastructure project is part of the urban planning sector.,True,The Nicosia Urban Infrastructure project is part of the urban planning sector.,False,https://www.eib.org/en/projects/pipelines/all/20100255
8834e8f522b244dc504fb0073c0cf3fd12019e20,Q100352718,Q100352718$12E7289A-C56A-497F-9554-6C05A76AC9CB,normal,P571,time,TRAFFORD PARK METRO LINE EXTENSION project,no-desc,created,date or point in time when the subject came into existence as defined,02/05/2018,no-desc,False,True,False,The TRAFFORD PARK METRO LINE EXTENSION project was created on 02/05/2018.,The TRAFFORD PARK METRO LINE EXTENSION project was created on 02/05/2018.,The TRAFFORD PARK METRO LINE EXTENSION project was created on 02/05/2018.,True,The TRAFFORD PARK METRO LINE EXTENSION project was created on 02/05/2018.,False,https://www.eib.org/en/projects/pipelines/all/20180016
5f24ce4bcc65a07b10df3328bcd695478f29a978,Q100338758,Q100338758$C62FD59B-90D8-465A-9424-BBE9BFFB4226,normal,P452,wikibase-item,Raiffeisenbank Bulgaria GL IV project,no-desc,sector,specific industry of company or organization,line of credit,"credit source extended to a government, business or individual by a bank or other financial institution",False,True,False,Raiffeisenbank Bulgaria GL IV project is a sector of line of credit.,Raiffeisenbank Bulgaria GL IV project is a sector of line of credit.,Raiffeisenbank Bulgaria GL IV project is a sector of line of credit.,True,Raiffeisenbank Bulgaria GL IV project is in the line of credit sector.,True,https://www.eib.org/en/projects/pipelines/all/20100667
