reference_id,entity_id,claim_id,rank,property_id,datatype,datavalue,entity_label,entity_label_lan,property_label,property_label_lan,entity_alias,entity_alias_lan,property_alias,property_alias_lan,entity_desc,entity_desc_lan,property_desc,property_desc_lan,object_label,object_label_lan,object_alias,object_alias_lan,object_desc,object_desc_lan
ceea61093a0bc89f57e221954638cbb14ab7fbc8,Q28532530,Q28532530$66e051b3-0cf0-430d-b27c-cf7b9a04eca3,normal,P1476,monolingualtext,"{'value': {'text': 'Figures on the Beach, Walberswick', 'language': 'en'}, 'type': 'monolingualtext'}","Figures on the Beach, Walberswick",en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,painting by Philip Wilson Steer,en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,"Figures on the Beach, Walberswick",en,no-alias,none,no-desc,none
83bff48e380fdbd65fc600afd34149a27c1d6f0f,Q28533480,Q28533480$692156a5-09ab-4298-b3fa-ff62a42d7ee3,normal,P571,time,"{'value': {'time': '+1937-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 8, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Miss Anne Popham,en,inception,en,no-alias,none,"['date founded', 'date created', 'incorporated', 'foundation', 'created', 'date of foundation', 'date of creation', 'established', 'establishment date', 'foundation date', 'creation date', 'incorporation date', 'date incorporated', 'date of incorporation', 'date of establishment', 'founding date', 'date of founding', 'date formed', 'formation date', 'formed on date', 'founded on date', 'incorporated on date', 'established on date', 'created on date', 'commencement date', 'date commenced', 'commenced on date', 'date of commencement', 'time of foundation or creation', 'date of foundation or creation', 'written on date', 'time of inception', 'year founded', 'year created', 'year incorporated', 'year written', 'year commenced', 'year established', 'date constructed', 'construction date', 'constructed', 'inititated', 'formation', 'dedication date', 'formed in', 'formed at', 'inaugurated', 'launch date', 'introduced', 'introduction', 'completed', 'first issue', 'built', 'foundation\u202f/\u2009creation date', 'founded', 'launched']",en,painting by Graham Bell,en,date or point in time when the subject came into existence as defined,en,1930s,en,no-alias,none,no-desc,none
83bff48e380fdbd65fc600afd34149a27c1d6f0f,Q28533480,Q28533480$b37dd159-4fb4-4b0d-b81e-5f8589f18eda,normal,P1476,monolingualtext,"{'value': {'text': 'Miss Anne Popham', 'language': 'en'}, 'type': 'monolingualtext'}",Miss Anne Popham,en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,painting by Graham Bell,en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,Miss Anne Popham,en,no-alias,none,no-desc,none
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$557DB641-0151-4D15-9946-F4DE96879CAB,normal,P217,string,"{'value': 'T06834', 'type': 'string'}",Leigh Bowery,en,inventory number,en,no-alias,none,"['reference', 'accession number', 'shelfmark', 'call number', 'reference number', 'catalogue number', 'collection number', 'object number', 'local identifier', 'control number', 'loan number']",en,painting by Lucian Freud,en,identifier for a physical object or a set of physical objects in a collection,en,T06834,en,no-alias,none,no-desc,none
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$BE36DE06-D101-4CFF-B4AC-CB8A84713470,normal,P195,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 430682, 'id': 'Q430682'}, 'type': 'wikibase-entityid'}",Leigh Bowery,en,collection,en,no-alias,none,"['art collection', 'museum collection', 'archives', 'archival holdings', 'GLAM', 'bibliographic collection']",en,painting by Lucian Freud,en,"art, museum, archival, or bibliographic collection the subject is part of",en,Tate,en,"['Tate Gallery', 'Tate galleries', 'National Gallery of British Art', 'The Tate', 'The Tate Gallery', 'Tate Museum']",en,art institution in the United Kingdom,en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$219134BC-F677-4FBB-8745-0C24FFEEB002,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3305213, 'id': 'Q3305213'}, 'type': 'wikibase-entityid'}",Leigh Bowery,en,instance of,en,no-alias,none,"['is a', 'is an', 'has class', 'has type', 'is a particular', 'is a specific', 'is an individual', 'is a unique', 'is an example of', 'member of', 'unique individual of', 'distinct member of', 'unitary element of class', 'distinct element of', 'distinct individual member of', 'rdf:type', 'type', 'main type', 'is a(n)', 'type of', 'is a type of']",en,painting by Lucian Freud,en,that class of which this subject is a particular example and member,en,painting,en,['paintings'],en,"visual artwork, surface artistically covered with paint",en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$15E3A104-6ECE-4FEB-8BBE-0015AE471C9D,normal,P276,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 430682, 'id': 'Q430682'}, 'type': 'wikibase-entityid'}",Leigh Bowery,en,location,en,no-alias,none,"['moveable object location', 'located in', 'event location', 'venue', 'is in', 'location of item', 'place held', 'based in', 'neighborhood', 'region', 'in', 'located', 'locality', 'locale']",en,painting by Lucian Freud,en,"location of the object, structure or event. In the case of an administrative entity as containing item use P131 for statistical entities P8138. In the case of a geographic entity use P706. Use P7153 for locations associated with the object.",en,Tate,en,"['Tate Gallery', 'Tate galleries', 'National Gallery of British Art', 'The Tate', 'The Tate Gallery', 'Tate Museum']",en,art institution in the United Kingdom,en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$A4CF1FB9-8461-4684-8779-E5AAE3AE76E0,normal,P571,time,"{'value': {'time': '+1991-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Leigh Bowery,en,inception,en,no-alias,none,"['date founded', 'date created', 'incorporated', 'foundation', 'created', 'date of foundation', 'date of creation', 'established', 'establishment date', 'foundation date', 'creation date', 'incorporation date', 'date incorporated', 'date of incorporation', 'date of establishment', 'founding date', 'date of founding', 'date formed', 'formation date', 'formed on date', 'founded on date', 'incorporated on date', 'established on date', 'created on date', 'commencement date', 'date commenced', 'commenced on date', 'date of commencement', 'time of foundation or creation', 'date of foundation or creation', 'written on date', 'time of inception', 'year founded', 'year created', 'year incorporated', 'year written', 'year commenced', 'year established', 'date constructed', 'construction date', 'constructed', 'inititated', 'formation', 'dedication date', 'formed in', 'formed at', 'inaugurated', 'launch date', 'introduced', 'introduction', 'completed', 'first issue', 'built', 'foundation\u202f/\u2009creation date', 'founded', 'launched']",en,painting by Lucian Freud,en,date or point in time when the subject came into existence as defined,en,1991,en,no-alias,none,no-desc,none
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$9AA9EFF8-81A6-4029-BAB3-43BE57D7AE16,normal,P186,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 296955, 'id': 'Q296955'}, 'type': 'wikibase-entityid'}",Leigh Bowery,en,made from material,en,no-alias,none,"['medium', 'made from', 'constructed from', 'constructed out of', 'construction material', 'media', 'built from', 'built out of', 'manufactured from', 'manufactured out of', 'crafted from', 'crafted out of', 'formed from', 'formed out of', 'made of', 'ore', 'source material', 'raw material', 'feedstock', 'reactant', 'ingredient', 'ingredients', 'made in', 'be made in', 'material used']",en,painting by Lucian Freud,en,material the subject is made of or derived from,en,oil paint,en,"['oil-based paint', 'painting oil', 'oil based paint', 'medium oil']",en,type of slow-drying paint that consists of particles of pigment suspended in a drying oil,en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$BB240ADB-4192-4318-9913-6976FF677C6E,normal,P186,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 12321255, 'id': 'Q12321255'}, 'type': 'wikibase-entityid'}",Leigh Bowery,en,made from material,en,no-alias,none,"['medium', 'made from', 'constructed from', 'constructed out of', 'construction material', 'media', 'built from', 'built out of', 'manufactured from', 'manufactured out of', 'crafted from', 'crafted out of', 'formed from', 'formed out of', 'made of', 'ore', 'source material', 'raw material', 'feedstock', 'reactant', 'ingredient', 'ingredients', 'made in', 'be made in', 'material used']",en,painting by Lucian Freud,en,material the subject is made of or derived from,en,canvas,en,"['toile de peinture', 'toile à peindre']",fr,painting surface made of extremely heavy-duty plain-woven fabric,en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$28BBC003-646B-477A-8454-D72EB629661E,normal,P2048,quantity,"{'value': {'amount': '+40.9', 'unit': 'http://www.wikidata.org/entity/Q174728'}, 'type': 'quantity'}",Leigh Bowery,en,height,en,no-alias,none,"['depth over terrain', 'size', 'heighth']",en,painting by Lucian Freud,en,vertical length of an entity,en,40.9 centimetre,en,"['40.9 cm', '40.9 ㎝', '40.9 centimeter']",en,unit of length equal to 1/100 of a metre,en
28c154e6f853b5e8c1971d94f126cf1ee427b84b,Q28553327,Q28553327$7E73BAAF-5509-4D37-AB8C-7D950D8034E8,normal,P2049,quantity,"{'value': {'amount': '+51.0', 'unit': 'http://www.wikidata.org/entity/Q174728'}, 'type': 'quantity'}",Leigh Bowery,en,width,en,no-alias,none,"['breadth', 'size']",en,painting by Lucian Freud,en,width of an object,en,51.0 centimetre,en,"['51.0 cm', '51.0 ㎝', '51.0 centimeter']",en,unit of length equal to 1/100 of a metre,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$418C8A80-BEE3-4BF2-B9D1-87FF3E7833C7,normal,P217,string,"{'value': 'N06242', 'type': 'string'}",Gainsborough Dupont,en,inventory number,en,no-alias,none,"['reference', 'accession number', 'shelfmark', 'call number', 'reference number', 'catalogue number', 'collection number', 'object number', 'local identifier', 'control number', 'loan number']",en,painting by Thomas Gainsborough,en,identifier for a physical object or a set of physical objects in a collection,en,N06242,en,no-alias,none,no-desc,none
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$5AA832D1-B2CD-48A7-9FF5-BF763D36A3ED,normal,P217,string,"{'value': 'NG6242', 'type': 'string'}",Gainsborough Dupont,en,inventory number,en,no-alias,none,"['reference', 'accession number', 'shelfmark', 'call number', 'reference number', 'catalogue number', 'collection number', 'object number', 'local identifier', 'control number', 'loan number']",en,painting by Thomas Gainsborough,en,identifier for a physical object or a set of physical objects in a collection,en,NG6242,en,no-alias,none,no-desc,none
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$BAC3AABE-D0E4-43D3-AEBB-DE5DF5F19D7A,normal,P195,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 430682, 'id': 'Q430682'}, 'type': 'wikibase-entityid'}",Gainsborough Dupont,en,collection,en,no-alias,none,"['art collection', 'museum collection', 'archives', 'archival holdings', 'GLAM', 'bibliographic collection']",en,painting by Thomas Gainsborough,en,"art, museum, archival, or bibliographic collection the subject is part of",en,Tate,en,"['Tate Gallery', 'Tate galleries', 'National Gallery of British Art', 'The Tate', 'The Tate Gallery', 'Tate Museum']",en,art institution in the United Kingdom,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$A36E807D-C925-48E8-84AF-1E4CED605977,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3305213, 'id': 'Q3305213'}, 'type': 'wikibase-entityid'}",Gainsborough Dupont,en,instance of,en,no-alias,none,"['is a', 'is an', 'has class', 'has type', 'is a particular', 'is a specific', 'is an individual', 'is a unique', 'is an example of', 'member of', 'unique individual of', 'distinct member of', 'unitary element of class', 'distinct element of', 'distinct individual member of', 'rdf:type', 'type', 'main type', 'is a(n)', 'type of', 'is a type of']",en,painting by Thomas Gainsborough,en,that class of which this subject is a particular example and member,en,painting,en,['paintings'],en,"visual artwork, surface artistically covered with paint",en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$DE38C72E-70C6-42B6-AEA6-58973AFCF81E,normal,P276,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 430682, 'id': 'Q430682'}, 'type': 'wikibase-entityid'}",Gainsborough Dupont,en,location,en,no-alias,none,"['moveable object location', 'located in', 'event location', 'venue', 'is in', 'location of item', 'place held', 'based in', 'neighborhood', 'region', 'in', 'located', 'locality', 'locale']",en,painting by Thomas Gainsborough,en,"location of the object, structure or event. In the case of an administrative entity as containing item use P131 for statistical entities P8138. In the case of a geographic entity use P706. Use P7153 for locations associated with the object.",en,Tate,en,"['Tate Gallery', 'Tate galleries', 'National Gallery of British Art', 'The Tate', 'The Tate Gallery', 'Tate Museum']",en,art institution in the United Kingdom,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$6EF600B3-6AEF-482D-8C86-563080C57F22,normal,P186,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 296955, 'id': 'Q296955'}, 'type': 'wikibase-entityid'}",Gainsborough Dupont,en,made from material,en,no-alias,none,"['medium', 'made from', 'constructed from', 'constructed out of', 'construction material', 'media', 'built from', 'built out of', 'manufactured from', 'manufactured out of', 'crafted from', 'crafted out of', 'formed from', 'formed out of', 'made of', 'ore', 'source material', 'raw material', 'feedstock', 'reactant', 'ingredient', 'ingredients', 'made in', 'be made in', 'material used']",en,painting by Thomas Gainsborough,en,material the subject is made of or derived from,en,oil paint,en,"['oil-based paint', 'painting oil', 'oil based paint', 'medium oil']",en,type of slow-drying paint that consists of particles of pigment suspended in a drying oil,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$DBB3FA75-1C39-42B8-8E39-1DD1BA05D8AA,normal,P186,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 12321255, 'id': 'Q12321255'}, 'type': 'wikibase-entityid'}",Gainsborough Dupont,en,made from material,en,no-alias,none,"['medium', 'made from', 'constructed from', 'constructed out of', 'construction material', 'media', 'built from', 'built out of', 'manufactured from', 'manufactured out of', 'crafted from', 'crafted out of', 'formed from', 'formed out of', 'made of', 'ore', 'source material', 'raw material', 'feedstock', 'reactant', 'ingredient', 'ingredients', 'made in', 'be made in', 'material used']",en,painting by Thomas Gainsborough,en,material the subject is made of or derived from,en,canvas,en,"['toile de peinture', 'toile à peindre']",fr,painting surface made of extremely heavy-duty plain-woven fabric,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$71AC7528-9257-4EBF-A90A-B0E2EC1449F3,normal,P2048,quantity,"{'value': {'amount': '+36.2', 'unit': 'http://www.wikidata.org/entity/Q174728'}, 'type': 'quantity'}",Gainsborough Dupont,en,height,en,no-alias,none,"['depth over terrain', 'size', 'heighth']",en,painting by Thomas Gainsborough,en,vertical length of an entity,en,36.2 centimetre,en,"['36.2 cm', '36.2 ㎝', '36.2 centimeter']",en,unit of length equal to 1/100 of a metre,en
dd39fc782706cb87b3efe217258c3354397f76b7,Q28537182,Q28537182$2184A6CE-B9AF-4FC8-9639-ADBF7573AA5D,normal,P2049,quantity,"{'value': {'amount': '+44.5', 'unit': 'http://www.wikidata.org/entity/Q174728'}, 'type': 'quantity'}",Gainsborough Dupont,en,width,en,no-alias,none,"['breadth', 'size']",en,painting by Thomas Gainsborough,en,width of an object,en,44.5 centimetre,en,"['44.5 cm', '44.5 ㎝', '44.5 centimeter']",en,unit of length equal to 1/100 of a metre,en
111462fddb3acc8e5355cb9c75076708eb8e1821,Q28565689,Q28565689$35e8ec02-4500-4347-b6ba-a27e8a971b48,normal,P571,time,"{'value': {'time': '+1949-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 7, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Spatial Concept,en,inception,en,no-alias,none,"['date founded', 'date created', 'incorporated', 'foundation', 'created', 'date of foundation', 'date of creation', 'established', 'establishment date', 'foundation date', 'creation date', 'incorporation date', 'date incorporated', 'date of incorporation', 'date of establishment', 'founding date', 'date of founding', 'date formed', 'formation date', 'formed on date', 'founded on date', 'incorporated on date', 'established on date', 'created on date', 'commencement date', 'date commenced', 'commenced on date', 'date of commencement', 'time of foundation or creation', 'date of foundation or creation', 'written on date', 'time of inception', 'year founded', 'year created', 'year incorporated', 'year written', 'year commenced', 'year established', 'date constructed', 'construction date', 'constructed', 'inititated', 'formation', 'dedication date', 'formed in', 'formed at', 'inaugurated', 'launch date', 'introduced', 'introduction', 'completed', 'first issue', 'built', 'foundation\u202f/\u2009creation date', 'founded', 'launched']",en,painting by Lucio Fontana (Tate T03961),en,date or point in time when the subject came into existence as defined,en,20th century,en,no-alias,none,no-desc,none
111462fddb3acc8e5355cb9c75076708eb8e1821,Q28565689,Q28565689$21b05e6f-81ff-4188-9ee3-97866e1df3d6,normal,P1476,monolingualtext,"{'value': {'text': 'Concetto Spazial', 'language': 'fr'}, 'type': 'monolingualtext'}",Spatial Concept,en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,painting by Lucio Fontana (Tate T03961),en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,Concetto Spazial,fr,no-alias,none,no-desc,none
111462fddb3acc8e5355cb9c75076708eb8e1821,Q28565689,Q28565689$e29508e8-cae5-4555-a0a7-9f28e66dd26d,normal,P1476,monolingualtext,"{'value': {'text': 'Spatial Concept', 'language': 'en'}, 'type': 'monolingualtext'}",Spatial Concept,en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,painting by Lucio Fontana (Tate T03961),en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,Spatial Concept,en,no-alias,none,no-desc,none
86fb7888fb07e5dec6c68866599284c11cf59560,Q7964971,Q7964971$CA6C04DD-C952-4C95-9637-6EBF82E86750,normal,P569,time,"{'value': {'time': '+1881-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Walter Godfrey,en,date of birth,en,"['Walter Hindes Godfrey', 'W. H. Godfrey', 'Walter H. Godfrey']",en,"['born on', 'birth date', 'birthdate', 'birth year', 'year of birth', 'birthyear', 'DOB']",en,"English architect, antiquarian, and architectural and topographical historian",en,date on which the subject was born,en,1881,en,no-alias,none,no-desc,none
86fb7888fb07e5dec6c68866599284c11cf59560,Q7964971,Q7964971$CAA4E82E-1319-4B92-A8A6-797A3EFA73E3,normal,P570,time,"{'value': {'time': '+1961-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Walter Godfrey,en,date of death,en,"['Walter Hindes Godfrey', 'W. H. Godfrey', 'Walter H. Godfrey']",en,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,"English architect, antiquarian, and architectural and topographical historian",en,date on which the subject died,en,1961,en,no-alias,none,no-desc,none
0deb8a685ebd0ef212645522e803ec88e109ee1d,Q38028048,Q38028048$F96CA9B2-5BF4-43DF-A49D-6529FD2ACCE0,normal,P569,time,"{'value': {'time': '+1819-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",James Walker,en,date of birth,en,"['James II Walker', 'walker', 'james walker', 'J. Walker']",en,"['born on', 'birth date', 'birthdate', 'birth year', 'year of birth', 'birthyear', 'DOB']",en,"American painter, 1819-1889",en,date on which the subject was born,en,1819,en,no-alias,none,no-desc,none
0deb8a685ebd0ef212645522e803ec88e109ee1d,Q38028048,Q38028048$F488C88F-F6C6-48F0-A8E6-4DEBDC31E43C,normal,P570,time,"{'value': {'time': '+1889-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",James Walker,en,date of death,en,"['James II Walker', 'walker', 'james walker', 'J. Walker']",en,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,"American painter, 1819-1889",en,date on which the subject died,en,1889,en,no-alias,none,no-desc,none
6f78a2443a967516275158af8f4d8913baf0d943,Q216570,Q216570$75FCA06A-C3A1-4891-9579-06AFBF338053,normal,P106,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 33231, 'id': 'Q33231'}, 'type': 'wikibase-entityid'}",T. Lux Feininger,en,occupation,en,"['Lux Feininger', 'Theodore Lukas Feininger', 'Lukas Feininger', 'Theodor Luke Feininger', 'Theodore Lux Feininger', 'Theodor Lux Feininger']",en,"['profession', 'job', 'work', 'career', 'employment', 'craft', 'employ']",en,"American painter, photographer and art teacher (1910-2011)",en,"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)",en,photographer,en,"['photog', 'photographers']",en,person who takes photographs,en
6f78a2443a967516275158af8f4d8913baf0d943,Q216570,Q216570$DAEF3497-C248-46AE-89E6-F5CCD5CC9B12,normal,P106,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 482980, 'id': 'Q482980'}, 'type': 'wikibase-entityid'}",T. Lux Feininger,en,occupation,en,"['Lux Feininger', 'Theodore Lukas Feininger', 'Lukas Feininger', 'Theodor Luke Feininger', 'Theodore Lux Feininger', 'Theodor Lux Feininger']",en,"['profession', 'job', 'work', 'career', 'employment', 'craft', 'employ']",en,"American painter, photographer and art teacher (1910-2011)",en,"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)",en,author,en,['contributor'],en,author or intellectual author of a linguistic work,en
6f78a2443a967516275158af8f4d8913baf0d943,Q216570,Q216570$A42F59B2-29DE-474A-B31B-91BA30D768ED,normal,P106,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1028181, 'id': 'Q1028181'}, 'type': 'wikibase-entityid'}",T. Lux Feininger,en,occupation,en,"['Lux Feininger', 'Theodore Lukas Feininger', 'Lukas Feininger', 'Theodor Luke Feininger', 'Theodore Lux Feininger', 'Theodor Lux Feininger']",en,"['profession', 'job', 'work', 'career', 'employment', 'craft', 'employ']",en,"American painter, photographer and art teacher (1910-2011)",en,"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)",en,painter,en,['artiste peintre'],fr,artist who practices painting,en
d824d0648771ba828c9520d94ec975acd7690585,Q55615,q55615$AFBBCF78-34C0-4A4E-93DA-1C7E9F458FD8,normal,P20,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 365, 'id': 'Q365'}, 'type': 'wikibase-entityid'}",Hugo Schmölz,en,place of death,en,['Schmölz-Köln'],en,"['deathplace', 'died in', 'death place', 'POD', 'location of death', 'death location', 'killed in']",en,German photographer,en,"most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character",en,Cologne,en,"['Köln', 'Kreisfreie Stadt Köln', 'Cologne, Germany', 'Cologne (Germany)']",en,"city in North Rhine-Westphalia, Germany",en
c7a96f0dcc122755e5cf5d53367792594964cc81,Q4965203,Q4965203$D6DED34A-8345-4440-B653-EBFB1D485576,normal,P21,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}, 'type': 'wikibase-entityid'}",Brian Rutenberg,en,sex or gender,en,['Brian Christopher Rutenberg'],en,"['gender identity', 'gender expression', 'gender', 'biological sex', 'man', 'woman', 'male', 'female', 'intersex', 'sex']",en,American abstract and landscape painter,en,"sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender. For animal: male organism, female organism. Groups of same gender use subclass of (P279)",en,male,en,"['man', 'male person', 'male human', 'male gender', 'guy', 'm', 'human male', 'sterner sex', 'masc', 'men', 'boy', 'boys', '♂']",en,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male",en
de5370c2f3e321ea81df50e309e6edd87bb6e838,Q7668683,Q7668683$6F12331D-D6DD-4864-A076-D709056273B4,normal,P569,time,"{'value': {'time': '+1854-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",T. S. Sullivant,en,date of birth,en,"['Thomas Sullivant', 'Thomas Starling Sullivant']",en,"['born on', 'birth date', 'birthdate', 'birth year', 'year of birth', 'birthyear', 'DOB']",en,American cartoonist,en,date on which the subject was born,en,1854,en,no-alias,none,no-desc,none
de5370c2f3e321ea81df50e309e6edd87bb6e838,Q7668683,Q7668683$5F53473B-20E7-4039-A064-153E8AFE04D8,normal,P570,time,"{'value': {'time': '+1926-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",T. S. Sullivant,en,date of death,en,"['Thomas Sullivant', 'Thomas Starling Sullivant']",en,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,American cartoonist,en,date on which the subject died,en,1926,en,no-alias,none,no-desc,none
667739f9e736bdf2f66c267b3e68db1dc1dc3d41,Q3262843,Q3262843$086400ed-4172-c0e6-e799-65c155b48193,normal,P40,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1751646, 'id': 'Q1751646'}, 'type': 'wikibase-entityid'}",Louis Parrocel,en,child,en,no-alias,none,"['son', 'daughter', 'kid', 'has child', 'children', 'sons', 'daughters', 'kids', 'has children', 'has son', 'has sons', 'has daughter', 'has daughters', 'has kid', 'has kids', 'offspring', 'progeny', 'issue', 'parent of', 'descendants']",en,French painter (1634-1694),en,subject has object as child. Do not use for stepchildren,en,Pierre Parrocel,en,"['Parrocel from Avignon', ""dit d'Avignon Pierre Parrossel"", 'P.Parrocel', 'P. Parrocel', ""surnommé d'Avignon Pierre Parossel""]",en,French painter  from Avignon (1670-1739),en
667739f9e736bdf2f66c267b3e68db1dc1dc3d41,Q3262843,Q3262843$1719cebd-4c70-4091-e571-58d1de2aecad,normal,P40,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3157965, 'id': 'Q3157965'}, 'type': 'wikibase-entityid'}",Louis Parrocel,en,child,en,no-alias,none,"['son', 'daughter', 'kid', 'has child', 'children', 'sons', 'daughters', 'kids', 'has children', 'has son', 'has sons', 'has daughter', 'has daughters', 'has kid', 'has kids', 'offspring', 'progeny', 'issue', 'parent of', 'descendants']",en,French painter (1634-1694),en,subject has object as child. Do not use for stepchildren,en,Jacques-Ignace Parrocel,en,"['Jacques Ignace Parrocel', 'Ignace Jacques Parrocel']",en,French painter born in Avignon (1667-1722),en
ec2f2fb5c336e2ffbffc18225276618a6158f503,Q182821,q182821$ED66C713-0C7E-4F68-B074-7574EF3E7333,normal,P21,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}, 'type': 'wikibase-entityid'}",Carlos Pazos,en,sex or gender,en,['Carlos Manuel Pazos Moya'],es,"['gender identity', 'gender expression', 'gender', 'biological sex', 'man', 'woman', 'male', 'female', 'intersex', 'sex']",en,Spanish artist,en,"sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender. For animal: male organism, female organism. Groups of same gender use subclass of (P279)",en,male,en,"['man', 'male person', 'male human', 'male gender', 'guy', 'm', 'human male', 'sterner sex', 'masc', 'men', 'boy', 'boys', '♂']",en,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male",en
